Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
FEMB,First Trust Emerging Markets Local Currency Bond ETF,41.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/femb,
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,28.945,$33.29M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fems,
FTSM,First Trust Enhanced Short Maturity ETF,59.95,$128.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsm,
FEP,First Trust Europe AlphaDEX Fund,29.96,$401.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fep,
FEUZ,First Trust Eurozone AlphaDEX ETF,31.6345,$11.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/feuz,
TDIV,First Trust Exchange-Traded Fund VI First Trust NASDAQ Technol,25.7475,$551.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdiv,
MDIV,First Trust Exchange-Traded Fund VI Multi-Asset Diversified In,19.29,$973.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mdiv,
FGM,First Trust Germany AlphaDEX Fund,35.12,$228.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fgm,
FTGC,First Trust Global Tactical Commodity Strategy Fund,22.81,$199.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftgc,
FTHI,First Trust High Income ETF,19.851,$5.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fthi,
HYLS,First Trust High Yield Long/Short ETF,49.04,$470.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyls,
FHK,First Trust Hong Kong AlphaDEX Fund,35.83,$202.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhk,
FPXI,First Trust International IPO ETF,27.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpxi,
YDIV,First Trust International Multi-Asset Diversified Income Index,16.9,$13.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ydiv,
SKYY,First Trust ISE Cloud Computing Index Fund,30.05,$492.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skyy,
CU,First Trust ISE Global Copper Index Fund,13.6601,$15.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cu,
PLTM,First Trust ISE Global Platinum Index Fund,6.72,$6.38M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pltm,
FJP,First Trust Japan AlphaDEX Fund,47.99,$98.38M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fjp,
FLN,First Trust Latin America AlphaDEX Fund,14.39,$4.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fln,
FTLB,First Trust Low Beta Income ETF,19.5599,$4.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftlb,
LMBS,First Trust Low Duration Mortgage Opportunities ETF,50.4299,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lmbs,
FMB,First Trust Managed Municipal ETF,51.56,$20.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmb,
QABA,First Trust NASDAQ ABA Community Bank Index Fund,38.66,$104.38M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qaba,
CIBR,First Trust NASDAQ CEA Cybersecurity ETF,17.9509,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cibr,
FONE,First Trust NASDAQ CEA Smartphone Index Fund,37.79,$11.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fone,
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,15.4199,$73.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qcln,
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,33.12,$11.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grid,
CARZ,First Trust NASDAQ Global Auto Index Fund,36.427,$61.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/carz,
RDVY,First Trust NASDAQ Rising Dividend Achievers ETF,21.3,$24.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdvy,
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,42.71,$593.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqew,
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,40.6173,$152.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqxt,
QTEC,First Trust NASDAQ-100- Technology Index Fund,42.1097,$322.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qtec,
AIRR,First Trust RBA American Industrial Renaissance ETF,16.1799,$50.97M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/airr,
QINC,First Trust RBA Quality Income ETF,20.72,$10.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qinc,
FTSL,First Trust Senior Loan Fund ETF,48.22,$315.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsl,
FKO,First Trust South Korea AlphaDEX Fund,23.8677,$3.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fko,
FDIV,First Trust Strategic Income ETF,47.9999,$19.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdiv,
FSZ,First Trust Switzerland AlphaDEX Fund,39.95,$235.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsz,
FTW,First Trust Taiwan AlphaDEX Fund,32.25,$9.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftw,
TUSA,First Trust Total US Market AlphaDEX ETF,24.99,$6.25M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tusa,
FKU,First Trust United Kingdom AlphaDEX Fund,41.48,$277.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fku,
FUNC,First United Corporation,8.05,$50.35M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/func,
SVVC,Firsthand Technology Value Fund Inc.,8.45,$65.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/svvc,
FMER,FirstMerit Corporation,17.77,$2.95B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmer,
FSV,FirstService Corporation,32.75,$1.13B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/fsv,
FISV,Fiserv Inc.,91.95,$21.57B,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/fisv,
FIVE,Five Below Inc.,34.92,$1.9B,2012,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/five,
FPRX,Five Prime Therapeutics Inc.,31.65,$816.74M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fprx,
FIVN,Five9 Inc.,3.98,$200.01M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/fivn,
FLML,Flamel Technologies S.A.,19.27,$774.49M,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flml,
FLKS,Flex Pharma Inc.,10.98,$196.96M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flks,
FLXN,Flexion Therapeutics Inc.,15.1,$324.66M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flxn,
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,50.72,$7.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skor,
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,50.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lkor,
MBSD,FlexShares Disciplined Duration MBS Index Fund,24.964,$21.22M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mbsd,
QLC,FlexShares US Quality Large Cap Index Fund,26.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qlc,
FLXS,Flexsteel Industries Inc.,33.7,$252.45M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/flxs,
FLEX,Flextronics International Ltd.,11.29,$6.4B,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/flex,
FLIR,FLIR Systems Inc.,27.82,$3.9B,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flir,
FLDM,Fluidigm Corporation,9.12,$261.86M,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/fldm,
FFIC,Flushing Financial Corporation,20.39,$589.78M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffic,
FOMX,Foamix Pharmaceuticals Ltd.,7.6,$232.13M,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/fomx,
FOGO,Fogo de Chao Inc.,15.51,$432.96M,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/fogo,
FONR,Fonar Corporation,16.7,$107.44M,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/fonr,
FES,Forbes Energy Services Ltd,0.6299,$13.96M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/fes,
FORM,FormFactor Inc.,7.4,$429.7M,2003,Technology,Semiconductors,http://www.nasdaq.com/symbol/form,
FORTY,Formula Systems (1985) Ltd.,29.31,$431.44M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/forty,
FORR,Forrester Research Inc.,31.28,$560.54M,1996,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/forr,
FTNT,Fortinet Inc.,43.49,$7.44B,2009,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ftnt,
FBIO,Fortress Biotech Inc.,2.93,$137.22M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fbio,
FWRD,Forward Air Corporation,42.57,$1.32B,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/fwrd,
FORD,Forward Industries Inc.,1.31,$11.32M,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/ford,
FWP,Forward Pharma A/S,24.2,$1.13B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fwp,
FOSL,Fossil Group Inc.,54.93,$2.64B,1993,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/fosl,
FMI,Foundation Medicine Inc.,21.55,$740.95M,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/fmi,
FXCB,Fox Chase Bancorp Inc.,17.7,$204.72M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/fxcb,
FOXF,Fox Factory Holding Corp.,17.66,$652.57M,2013,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/foxf,
FRAN,Francesca&#39;s Holdings Corporation,13.82,$585.06M,2011,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/fran,
FELE,Franklin Electric Co. Inc.,26.91,$1.28B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/fele,
FRED,Fred&#39;s Inc.,13.44,$500.85M,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/fred,
FREE,FreeSeas Inc.,0.0852,$594309.19,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/free,
RAIL,Freightcar America Inc.,19.32,$238.26M,2005,Capital Goods,Railroads,http://www.nasdaq.com/symbol/rail,
FEIM,Frequency Electronics Inc.,10.19,$88.82M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/feim,
FRPT,Freshpet Inc.,10.33,$346.12M,2014,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/frpt,
FTR,Frontier Communications Corporation,5.22,$6.1B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ftr,
FTRPR,Frontier Communications Corporation,101.15,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ftrpr,
FRPH,FRP Holdings Inc.,30.22,$295.54M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/frph,
FSBW,FS Bancorp Inc.,24,$77.77M,2012,Finance,Banks,http://www.nasdaq.com/symbol/fsbw,
FTD,FTD Companies Inc.,28.58,$819.3M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ftd,
FSYS,Fuel Systems Solutions Inc.,6.71,$121.41M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/fsys,
FTEK,Fuel Tech Inc.,1.92,$44.48M,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/ftek,
FCEL,FuelCell Energy Inc.,0.8885,$271.06M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/fcel,
FULL,Full Circle Capital Corporation,3.17,$73.66M,2010,n/a,n/a,http://www.nasdaq.com/symbol/full,
FULLL,Full Circle Capital Corporation,25.6381,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fulll,
FLL,Full House Resorts Inc.,1.5,$28.45M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/fll,
FULT,Fulton Financial Corporation,12.24,$2.14B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fult,
FSNN,Fusion Telecommunications International Inc.,2.33,$19.18M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/fsnn,
FFHL,Fuwei Films (Holdings) Co. Ltd.,0.95,$12.41M,2006,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ffhl,
FXEN,FX Energy Inc.,1.13,$62M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fxen,
FXENP,FX Energy Inc.,24.25,$19.4M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fxenp,
GK,G&K Services Inc.,71,$1.42B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/gk,
WILC,G. Willi-Food International  Ltd.,4.15,$54.4M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/wilc,
GAIA,Gaiam Inc.,6.86,$168.22M,1999,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/gaia,
GLPG,Galapagos NV,48.6,$1.89B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glpg,
GALT,Galectin Therapeutics Inc.,2.85,$64.95M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galt,
GALTU,Galectin Therapeutics Inc.,5.8101,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galtu,
GALTW,Galectin Therapeutics Inc.,0.9999,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galtw,
GALE,Galena Biopharma Inc.,1.75,$283M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gale,
GLMD,Galmed Pharmaceuticals Ltd.,9.99,$110.89M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glmd,
GLPI,Gaming and Leisure Properties Inc.,30.32,$3.47B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/glpi,
GPIC,Gaming Partners International Corporation,9.7525,$77.32M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/gpic,
GRMN,Garmin Ltd.,34.09,$6.51B,2000,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/grmn,
GGAC,Garnero Group Acquisition Company,9.87,$183.61M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/ggac,
GGACR,Garnero Group Acquisition Company,0.185,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/ggacr,
GGACU,Garnero Group Acquisition Company,10.14,$132.47M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/ggacu,
GGACW,Garnero Group Acquisition Company,0.11,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/ggacw,
GARS,Garrison Capital Inc.,14.35,$240.49M,2013,n/a,n/a,http://www.nasdaq.com/symbol/gars,
GENC,Gencor Industries Inc.,9.95,$94.76M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/genc,
GNCMA,General Communication Inc.,18.52,$728.95M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/gncma,
GFN,General Finance Corporation,4.06,$105.6M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/gfn,
GFNCP,General Finance Corporation,88.0001,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/gfncp,
GFNSL,General Finance Corporation,25.24,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/gfnsl,
GENE,Genetic Technologies Ltd,2.04,$23.31M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gene,
GNMK,GenMark Diagnostics Inc.,8.47,$359M,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gnmk,
GNCA,Genocea Biosciences Inc.,7.23,$202.88M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gnca,
GHDX,Genomic Health Inc.,21.65,$703.22M,2005,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ghdx,
GNTX,Gentex Corporation,15.8,$4.63B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/gntx,
THRM,Gentherm Inc,48.31,$1.74B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/thrm,
GNVC,GenVec Inc.,1.93,$33.33M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gnvc,
GTWN,Georgetown Bancorp Inc.,18.5,$33.82M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gtwn,
GEOS,Geospace Technologies Corporation,16.29,$214.18M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/geos,
GABC,German American Bancorp Inc.,31.04,$411.58M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gabc,
GERN,Geron Corporation,3.23,$510.8M,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gern,
GEVO,Gevo Inc.,2.15,$35.47M,2011,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gevo,
ROCK,Gibraltar Industries Inc.,21.79,$675.12M,1993,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/rock,
GIGM,GigaMedia Limited,0.6,$33.16M,n/a,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/gigm,
GIGA,Giga-tronics Incorporated,1.08,$7.26M,1983,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/giga,
GIII,G-III Apparel Group LTD.,64.05,$2.9B,1989,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/giii,
GILT,Gilat Satellite Networks Ltd.,3.6848,$161.29M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/gilt,
GILD,Gilead Sciences Inc.,102.83,$150.91B,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gild,
GBCI,Glacier Bancorp Inc.,26.91,$2.03B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gbci,
GLAD,Gladstone Capital Corporation,9.03,$190.82M,2001,n/a,n/a,http://www.nasdaq.com/symbol/glad,
GLADO,Gladstone Capital Corporation,25.2,$55.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glado,
GOOD,Gladstone Commercial Corporation,15.31,$327M,2003,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/good,
GOODN,Gladstone Commercial Corporation,25.672,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/goodn,
GOODO,Gladstone Commercial Corporation,25.3,$29.1M,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/goodo,
GOODP,Gladstone Commercial Corporation,25.15,$25.15M,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/goodp,
GAIN,Gladstone Investment Corporation,7.46,$225.82M,2005,n/a,n/a,http://www.nasdaq.com/symbol/gain,
GAINN,Gladstone Investment Corporation,24.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gainn,
GAINO,Gladstone Investment Corporation,25.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gaino,
GAINP,Gladstone Investment Corporation,25.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gainp,
LAND,Gladstone Land Corporation,9.49,$85.98M,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/land,
GLBZ,Glen Burnie Bancorp,13.06,$36.19M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/glbz,
GBT,GLOBAL BLOOD THERAPEUTICS INC.,46.92,$1.43B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gbt,
GDEF,Global Defense & National Security Systems Inc.,10.48,$91.69M,2013,Finance,Business Services,http://www.nasdaq.com/symbol/gdef,
ENT,Global Eagle Entertainment Inc.,12.64,$975.18M,2011,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ent,
GBLI,Global Indemnity plc,26.66,$685.87M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/gbli,
GBLIZ,Global Indemnity plc,24.1,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/gbliz,
GPAC,Global Partner Acquisition Corp.,n/a,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/gpac,
GPACU,Global Partner Acquisition Corp.,10,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/gpacu,
GPACW,Global Partner Acquisition Corp.,0.3,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/gpacw,
GSOL,Global Sources Ltd.,8.44,$199.16M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/gsol,
ACTX,Global X Guru Activist ETF,12.9401,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/actx,
QQQC,Global X NASDAQ China Technology ETF,21.5,$17.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqqc,
SOCL,Global X Social Media Index ETF,19.18,$79.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/socl,
ALTY,Global X SuperDividend Alternatives ETF,14.5999,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/alty,
SRET,Global X SuperDividend REIT ETF,13.5299,$2.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sret,
YLCO,Global X Yieldco Index ETF,11.31,$2.83M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ylco,
GAI,Global-Tech Advanced Innovations Inc.,6.06,$18.45M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/gai,
GSM,Globe Specialty Metals Inc.,13.33,$983.09M,2009,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gsm,
GBIM,GlobeImmune Inc.,2.78,$15.99M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gbim,
GLBS,Globus Maritime Limited,0.94,$9.65M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/glbs,
GLRI,Glori Energy Inc,0.79,$25.16M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/glri,
GLUU,Glu Mobile Inc.,4.28,$559.19M,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/gluu,
GLYC,GlycoMimetics Inc.,6.89,$131.04M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glyc,
GOGO,Gogo Inc.,16.6,$1.42B,2013,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/gogo,
GLNG,Golar LNG Limited,32.04,$2.88B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/glng,
GMLP,Golar LNG Partners LP,17.39,$1.07B,2011,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/gmlp,
GLDC,Golden Enterprises Inc.,4.19,$47.31M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/gldc,
GDEN,Golden Entertainment Inc.,9.1,$121.86M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/gden,
GOGL,Golden Ocean Group Limited,2.61,$450.68M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/gogl,
GBDC,Golub Capital BDC Inc.,16.74,$858.08M,2010,n/a,n/a,http://www.nasdaq.com/symbol/gbdc,
